Birth;Sex;Reg;RegType;UkrTestStatus;Year;ID
1949;чоловіча;Харківська  ;місто;Не з’явився;2018;1
1952;чоловіча;Київська  ;місто;null;2018;2
1954;жіноча;Полтавська  ;місто;Не подолав поріг;2018;3
1954;чоловіча;Миколаївська  ;місто;Зараховано;2018;4
1957;чоловіча;Вінницька  ;село;Не з’явився;2018;5
1958;жіноча;Тернопільська  ;місто;Не з’явився;2018;6
1958;чоловіча;Миколаївська  ;місто;Зараховано;2018;7
1959;жіноча;Харківська  ;місто;Зараховано;2018;8
1959;чоловіча;Харківська  ;місто;Не з’явився;2018;9
1959;жіноча;Дніпропетровська  ;місто;Зараховано;2018;10
1960;жіноча;Чернівецька  ;село;null;2018;11
1960;чоловіча;Тернопільська  ;місто;Не з’явився;2018;12
1960;жіноча;Дніпропетровська  ;село;Не з’явився;2018;13
1960;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;14
1961;жіноча;Дніпропетровська  ;місто;Зараховано;2018;15
1961;чоловіча;Харківська  ;місто;Зараховано;2018;16
1961;жіноча;Кіровоградська  ;місто;Зараховано;2018;17
1961;жіноча;Черкаська  ;місто;Зараховано;2018;18
1962;жіноча;м.Київ;місто;Зараховано;2018;19
1962;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;20
1962;чоловіча;Полтавська  ;місто;null;2018;21
1963;жіноча;Запорізька  ;місто;Зараховано;2018;22
1963;чоловіча;Львівська  ;місто;Не з’явився;2018;23
1963;чоловіча;Запорізька  ;місто;Зараховано;2018;24
1963;жіноча;Кіровоградська  ;місто;Зараховано;2018;25
1963;жіноча;Кіровоградська  ;місто;Зараховано;2018;26
1963;жіноча;Дніпропетровська  ;місто;Зараховано;2018;27
1963;жіноча;Дніпропетровська  ;село;Не з’явився;2018;28
1963;жіноча;Івано-Франківська  ;місто;Зараховано;2018;29
1964;чоловіча;Львівська  ;місто;null;2018;30
1964;чоловіча;м.Київ;місто;Зараховано;2018;31
1964;жіноча;Миколаївська  ;місто;Не з’явився;2018;32
1964;жіноча;Донецька  ;село;Зараховано;2018;33
1964;жіноча;Запорізька  ;місто;Зараховано;2018;34
1964;жіноча;Донецька  ;місто;Зараховано;2018;35
1965;жіноча;Харківська  ;місто;Зараховано;2018;36
1965;жіноча;Запорізька  ;місто;Зараховано;2018;37
1965;жіноча;Дніпропетровська  ;місто;Зараховано;2018;38
1965;жіноча;м.Київ;місто;Зараховано;2018;39
1965;жіноча;Івано-Франківська  ;село;Не з’явився;2018;40
1965;чоловіча;Запорізька  ;місто;Зараховано;2018;41
1965;жіноча;Житомирська  ;місто;Зараховано;2018;42
1965;чоловіча;Донецька  ;місто;Не з’явився;2018;43
1965;жіноча;Кіровоградська  ;місто;Зараховано;2018;44
1965;жіноча;Львівська  ;місто;Не з’явився;2018;45
1965;жіноча;Дніпропетровська  ;село;Зараховано;2018;46
1965;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;47
1965;жіноча;Одеська  ;місто;Зараховано;2018;48
1965;жіноча;Луганська  ;місто;Зараховано;2018;49
1965;жіноча;Запорізька  ;місто;Не з’явився;2018;50
1965;жіноча;м.Київ;місто;Зараховано;2018;51
1966;жіноча;Черкаська  ;місто;Зараховано;2018;52
1966;жіноча;Одеська  ;місто;Зараховано;2018;53
1966;чоловіча;Харківська  ;місто;Зараховано;2018;54
1966;чоловіча;Київська  ;місто;Не з’явився;2018;55
1966;чоловіча;м.Київ;місто;Не з’явився;2018;56
1967;чоловіча;Полтавська  ;місто;Зараховано;2018;57
1967;жіноча;Запорізька  ;місто;Зараховано;2018;58
1967;жіноча;Херсонська  ;місто;null;2018;59
1967;жіноча;Київська  ;місто;Зараховано;2018;60
1967;жіноча;Одеська  ;місто;Зараховано;2018;61
1967;чоловіча;Запорізька  ;село;Не з’явився;2018;62
1967;жіноча;Сумська  ;місто;Зараховано;2018;63
1967;жіноча;м.Київ;місто;Зараховано;2018;64
1967;жіноча;Закарпатська  ;село;Зараховано;2018;65
1967;жіноча;Дніпропетровська  ;місто;Зараховано;2018;66
1967;жіноча;Харківська  ;місто;Зараховано;2018;67
1967;жіноча;Одеська  ;село;Зараховано;2018;68
1967;жіноча;Харківська  ;місто;Не з’явився;2018;69
1967;жіноча;Одеська  ;місто;Зараховано;2018;70
1967;чоловіча;Львівська  ;село;Не з’явився;2018;71
1967;жіноча;Дніпропетровська  ;село;Зараховано;2018;72
1967;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2018;73
1968;жіноча;Полтавська  ;село;null;2018;74
1968;жіноча;Дніпропетровська  ;місто;Зараховано;2018;75
1968;чоловіча;Хмельницька  ;місто;Зараховано;2018;76
1968;чоловіча;м.Київ;місто;Не з’явився;2018;77
1968;жіноча;Херсонська  ;місто;Зараховано;2018;78
1968;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;79
1968;чоловіча;Дніпропетровська  ;місто;Зараховано;2018;80
1968;чоловіча;Волинська  ;місто;Не з’явився;2018;81
1968;жіноча;Запорізька  ;село;Зараховано;2018;82
1968;чоловіча;Запорізька  ;село;Зараховано;2018;83
1968;жіноча;Вінницька  ;місто;Зараховано;2018;84
1968;чоловіча;м.Київ;місто;Зараховано;2018;85
1968;жіноча;Харківська  ;місто;Зараховано;2018;86
1968;жіноча;Дніпропетровська  ;місто;Зараховано;2018;87
1968;жіноча;Чернігівська  ;місто;Зараховано;2018;88
1968;жіноча;Донецька  ;місто;Зараховано;2018;89
1968;жіноча;Вінницька  ;місто;Зараховано;2018;90
1968;жіноча;Полтавська  ;місто;Зараховано;2018;91
1968;жіноча;Чернівецька  ;місто;Зараховано;2018;92
1968;чоловіча;Київська  ;село;Не подолав поріг;2018;93
1968;жіноча;Кіровоградська  ;місто;Зараховано;2018;94
1969;жіноча;Донецька  ;місто;Зараховано;2018;95
1969;чоловіча;Київська  ;село;Не з’явився;2018;96
1969;чоловіча;Запорізька  ;місто;Не з’явився;2018;97
1969;чоловіча;Запорізька  ;місто;Зараховано;2018;98
1969;жіноча;Дніпропетровська  ;місто;Зараховано;2018;99
1969;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;100
1969;чоловіча;Донецька  ;місто;Не з’явився;2018;101
1969;жіноча;Запорізька  ;місто;Зараховано;2018;102
1969;чоловіча;Дніпропетровська  ;село;Не з’явився;2018;103
1969;жіноча;Запорізька  ;місто;Зараховано;2018;104
1969;чоловіча;Донецька  ;місто;Зараховано;2018;105
1969;чоловіча;Запорізька  ;місто;Не з’явився;2018;106
1969;жіноча;Миколаївська  ;місто;Зараховано;2018;107
1969;жіноча;Харківська  ;село;Зараховано;2018;108
1969;жіноча;Донецька  ;місто;Зараховано;2018;109
1969;чоловіча;Київська  ;село;Не з’явився;2018;110
1969;жіноча;Дніпропетровська  ;місто;Зараховано;2018;111
1969;жіноча;Миколаївська  ;місто;Зараховано;2018;112
1969;жіноча;Одеська  ;село;Не подолав поріг;2018;113
1969;жіноча;Запорізька  ;місто;Не з’явився;2018;114
1969;чоловіча;Донецька  ;місто;Не з’явився;2018;115
1969;жіноча;Донецька  ;місто;Зараховано;2018;116
1969;жіноча;Луганська  ;місто;Зараховано;2018;117
1969;жіноча;Одеська  ;село;Зараховано;2018;118
1969;чоловіча;Київська  ;село;Не подолав поріг;2018;119
1969;жіноча;Одеська  ;місто;Не з’явився;2018;120
1969;чоловіча;Хмельницька  ;місто;Не з’явився;2018;121
1969;чоловіча;Вінницька  ;село;Не з’явився;2018;122
1969;жіноча;Харківська  ;місто;Зараховано;2018;123
1969;чоловіча;Львівська  ;місто;Не з’явився;2018;124
1970;чоловіча;Львівська  ;місто;Не подолав поріг;2018;125
1970;жіноча;Харківська  ;місто;Зараховано;2018;126
1970;жіноча;м.Київ;місто;Зараховано;2018;127
1970;жіноча;Полтавська  ;місто;Зараховано;2018;128
1970;жіноча;м.Київ;місто;Не з’явився;2018;129
1970;жіноча;Закарпатська  ;село;Не подолав поріг;2018;130
1970;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2018;131
1970;жіноча;Вінницька  ;місто;Зараховано;2018;132
1970;жіноча;Харківська  ;місто;Зараховано;2018;133
1970;жіноча;Тернопільська  ;місто;Зараховано;2018;134
1970;жіноча;Сумська  ;місто;Зараховано;2018;135
1970;чоловіча;Житомирська  ;місто;Не подолав поріг;2018;136
1970;жіноча;м.Київ;місто;Не з’явився;2018;137
1970;жіноча;Київська  ;село;Зараховано;2018;138
1970;жіноча;Луганська  ;місто;Зараховано;2018;139
1970;жіноча;Одеська  ;місто;Не з’явився;2018;140
1970;жіноча;Київська  ;село;Не подолав поріг;2018;141
1970;жіноча;м.Київ;місто;Не з’явився;2018;142
1970;чоловіча;Київська  ;село;Не подолав поріг;2018;143
1970;жіноча;Донецька  ;місто;Зараховано;2018;144
1970;чоловіча;Полтавська  ;місто;Зараховано;2018;145
1970;чоловіча;Кіровоградська  ;місто;Зараховано;2018;146
1970;жіноча;Дніпропетровська  ;місто;null;2018;147
1970;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;148
1970;жіноча;Полтавська  ;місто;Зараховано;2018;149
1970;жіноча;Дніпропетровська  ;місто;Зараховано;2018;150
1970;чоловіча;Львівська  ;місто;Не подолав поріг;2018;151
1970;чоловіча;Львівська  ;місто;Зараховано;2018;152
1970;жіноча;Вінницька  ;село;Зараховано;2018;153
1970;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;154
1970;жіноча;Дніпропетровська  ;місто;Зараховано;2018;155
1970;жіноча;Донецька  ;село;Зараховано;2018;156
1970;жіноча;Волинська  ;місто;Зараховано;2018;157
1970;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;158
1970;жіноча;Одеська  ;місто;Зараховано;2018;159
1970;жіноча;Донецька  ;місто;Не з’явився;2018;160
1970;жіноча;Київська  ;місто;Зараховано;2018;161
1970;жіноча;Запорізька  ;село;Зараховано;2018;162
1970;жіноча;Дніпропетровська  ;село;Зараховано;2018;163
1970;чоловіча;м.Київ;місто;Зараховано;2018;164
1970;чоловіча;Тернопільська  ;село;Не подолав поріг;2018;165
1970;чоловіча;Житомирська  ;село;null;2018;166
1970;жіноча;м.Київ;місто;Не подолав поріг;2018;167
1970;жіноча;Вінницька  ;місто;Зараховано;2018;168
1971;чоловіча;м.Київ;місто;Не з’явився;2018;169
1971;жіноча;м.Київ;місто;Не з’явився;2018;170
1971;жіноча;Кіровоградська  ;місто;Не подолав поріг;2018;171
1971;жіноча;Кіровоградська  ;село;Зараховано;2018;172
1971;чоловіча;Київська  ;місто;Зараховано;2018;173
1971;жіноча;Вінницька  ;місто;Не з’явився;2018;174
1971;чоловіча;Хмельницька  ;село;Не з’явився;2018;175
1971;жіноча;Житомирська  ;місто;Не з’явився;2018;176
1971;чоловіча;Житомирська  ;місто;Не з’явився;2018;177
1971;жіноча;Запорізька  ;місто;null;2018;178
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;179
1971;жіноча;Херсонська  ;село;Зараховано;2018;180
1971;жіноча;м.Київ;місто;Не з’явився;2018;181
1971;жіноча;Кіровоградська  ;село;Не з’явився;2018;182
1971;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;183
1971;жіноча;Сумська  ;місто;null;2018;184
1971;жіноча;Херсонська  ;село;Зараховано;2018;185
1971;жіноча;м.Київ;місто;Зараховано;2018;186
1971;жіноча;Харківська  ;село;Зараховано;2018;187
1971;жіноча;Вінницька  ;місто;Зараховано;2018;188
1971;чоловіча;Запорізька  ;місто;Зараховано;2018;189
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;190
1971;жіноча;Миколаївська  ;місто;Зараховано;2018;191
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;192
1971;жіноча;Донецька  ;місто;Зараховано;2018;193
1971;чоловіча;Донецька  ;місто;Не з’явився;2018;194
1971;чоловіча;Харківська  ;місто;Зараховано;2018;195
1971;жіноча;Волинська  ;село;Не з’явився;2018;196
1971;жіноча;Волинська  ;село;Не з’явився;2018;197
1971;чоловіча;Львівська  ;місто;Зараховано;2018;198
1971;жіноча;м.Київ;місто;Зараховано;2018;199
1971;чоловіча;Львівська  ;місто;Не подолав поріг;2018;200
1971;жіноча;Луганська  ;місто;Зараховано;2018;201
1971;жіноча;Кіровоградська  ;місто;Не подолав поріг;2018;202
1971;чоловіча;Харківська  ;місто;Зараховано;2018;203
1971;жіноча;м.Київ;місто;Зараховано;2018;204
1971;жіноча;Дніпропетровська  ;село;Зараховано;2018;205
1971;жіноча;Закарпатська  ;село;Зараховано;2018;206
1971;жіноча;Полтавська  ;місто;Зараховано;2018;207
1971;жіноча;Черкаська  ;місто;Зараховано;2018;208
1971;жіноча;Івано-Франківська  ;місто;null;2018;209
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;210
1971;жіноча;Чернівецька  ;село;Зараховано;2018;211
1971;жіноча;м.Київ;місто;Зараховано;2018;212
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;213
1971;жіноча;Харківська  ;місто;Зараховано;2018;214
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;215
1971;жіноча;Миколаївська  ;місто;Не з’явився;2018;216
1971;жіноча;Харківська  ;місто;Зараховано;2018;217
1971;чоловіча;Донецька  ;місто;Зараховано;2018;218
1971;жіноча;Миколаївська  ;місто;null;2018;219
1971;жіноча;Полтавська  ;місто;Не з’явився;2018;220
1971;жіноча;Одеська  ;місто;Зараховано;2018;221
1971;жіноча;Кіровоградська  ;місто;Зараховано;2018;222
1971;жіноча;Запорізька  ;місто;Зараховано;2018;223
1972;жіноча;Миколаївська  ;місто;Зараховано;2018;224
1972;жіноча;Харківська  ;місто;Не з’явився;2018;225
1972;жіноча;Львівська  ;місто;Не з’явився;2018;226
1972;чоловіча;Чернігівська  ;місто;Зараховано;2018;227
1972;чоловіча;Київська  ;місто;Зараховано;2018;228
1972;жіноча;м.Київ;місто;Зараховано;2018;229
1972;чоловіча;Донецька  ;місто;Не з’явився;2018;230
1972;жіноча;Херсонська  ;місто;Зараховано;2018;231
1972;жіноча;Запорізька  ;місто;Не з’явився;2018;232
1972;жіноча;Дніпропетровська  ;село;Зараховано;2018;233
1972;чоловіча;Полтавська  ;місто;Не з’явився;2018;234
1972;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;235
1972;жіноча;Львівська  ;місто;Не подолав поріг;2018;236
1972;жіноча;м.Київ;місто;Зараховано;2018;237
1972;жіноча;Харківська  ;місто;Не з’явився;2018;238
1972;жіноча;Херсонська  ;місто;Зараховано;2018;239
1972;жіноча;Донецька  ;місто;Зараховано;2018;240
1972;чоловіча;Київська  ;місто;Зараховано;2018;241
1972;жіноча;Дніпропетровська  ;місто;null;2018;242
1972;жіноча;Чернігівська  ;місто;null;2018;243
1972;жіноча;Кіровоградська  ;місто;Зараховано;2018;244
1972;жіноча;Луганська  ;місто;Зараховано;2018;245
1972;жіноча;Запорізька  ;місто;Зараховано;2018;246
1972;чоловіча;м.Київ;місто;Не подолав поріг;2018;247
1972;жіноча;Сумська  ;місто;Зараховано;2018;248
1972;жіноча;Дніпропетровська  ;місто;Зараховано;2018;249
1972;жіноча;Одеська  ;місто;Не з’явився;2018;250
1972;жіноча;м.Київ;місто;Зараховано;2018;251
1972;чоловіча;Черкаська  ;місто;Не з’явився;2018;252
1972;жіноча;Полтавська  ;місто;Зараховано;2018;253
1972;чоловіча;м.Київ;місто;Зараховано;2018;254
1972;жіноча;Донецька  ;місто;Зараховано;2018;255
1972;жіноча;Вінницька  ;місто;Не подолав поріг;2018;256
1972;чоловіча;Луганська  ;місто;Зараховано;2018;257
1972;жіноча;Хмельницька  ;село;Не подолав поріг;2018;258
1972;чоловіча;Київська  ;місто;Не з’явився;2018;259
1972;жіноча;Черкаська  ;місто;Зараховано;2018;260
1972;жіноча;Тернопільська  ;місто;Зараховано;2018;261
1972;жіноча;м.Київ;місто;Зараховано;2018;262
1972;жіноча;м.Київ;місто;Зараховано;2018;263
1972;жіноча;Кіровоградська  ;місто;Зараховано;2018;264
1972;жіноча;Дніпропетровська  ;місто;Зараховано;2018;265
1972;жіноча;Волинська  ;місто;Зараховано;2018;266
1972;жіноча;Запорізька  ;місто;Зараховано;2018;267
1972;чоловіча;Чернівецька  ;місто;Не з’явився;2018;268
1972;чоловіча;Миколаївська  ;місто;Зараховано;2018;269
1972;чоловіча;Сумська  ;місто;Не подолав поріг;2018;270
1972;жіноча;Київська  ;село;Зараховано;2018;271
1972;жіноча;м.Київ;місто;Зараховано;2018;272
1972;жіноча;Київська  ;місто;Зараховано;2018;273
1972;жіноча;Одеська  ;село;Не з’явився;2018;274
1972;жіноча;Полтавська  ;місто;Зараховано;2018;275
1972;жіноча;Київська  ;село;Не з’явився;2018;276
1972;жіноча;Сумська  ;місто;null;2018;277
1972;чоловіча;Запорізька  ;місто;Зараховано;2018;278
1972;жіноча;Львівська  ;село;Зараховано;2018;279
1972;жіноча;Кіровоградська  ;місто;Не з’явився;2018;280
1972;чоловіча;м.Київ;місто;Зараховано;2018;281
1972;жіноча;Кіровоградська  ;місто;Зараховано;2018;282
1972;жіноча;Дніпропетровська  ;місто;Зараховано;2018;283
1972;жіноча;Луганська  ;місто;Не з’явився;2018;284
1973;жіноча;Луганська  ;місто;Зараховано;2018;285
1973;жіноча;Дніпропетровська  ;місто;Зараховано;2018;286
1973;чоловіча;м.Київ;місто;Зараховано;2018;287
1973;чоловіча;Донецька  ;місто;Зараховано;2018;288
1973;жіноча;Чернігівська  ;місто;Не з’явився;2018;289
1973;чоловіча;Чернівецька  ;місто;Не з’явився;2018;290
1973;чоловіча;Черкаська  ;місто;Зараховано;2018;291
1973;чоловіча;м.Київ;місто;Зараховано;2018;292
1973;чоловіча;Хмельницька  ;місто;Не подолав поріг;2018;293
1973;жіноча;Донецька  ;місто;Зараховано;2018;294
1973;жіноча;Сумська  ;місто;Зараховано;2018;295
1973;жіноча;Херсонська  ;місто;Зараховано;2018;296
1973;жіноча;Сумська  ;місто;Зараховано;2018;297
1973;жіноча;м.Київ;місто;Зараховано;2018;298
1973;жіноча;Одеська  ;село;Не з’явився;2018;299
1973;жіноча;Херсонська  ;місто;Зараховано;2018;300
1973;жіноча;м.Київ;місто;Зараховано;2018;301
1973;чоловіча;Запорізька  ;село;Не з’явився;2018;302
1973;жіноча;Чернігівська  ;село;Зараховано;2018;303
1973;жіноча;Одеська  ;місто;Зараховано;2018;304
1973;жіноча;Миколаївська  ;село;Зараховано;2018;305
1973;чоловіча;Херсонська  ;місто;Зараховано;2018;306
1973;чоловіча;Полтавська  ;село;Зараховано;2018;307
1973;жіноча;Запорізька  ;село;Зараховано;2018;308
1973;жіноча;Чернігівська  ;місто;Не з’явився;2018;309
1973;чоловіча;Запорізька  ;місто;Не з’явився;2018;310
1973;чоловіча;Харківська  ;місто;Не з’явився;2018;311
1973;жіноча;Івано-Франківська  ;село;null;2018;312
1973;чоловіча;Полтавська  ;місто;Зараховано;2018;313
1973;чоловіча;Чернівецька  ;місто;Зараховано;2018;314
1973;чоловіча;Харківська  ;місто;Не з’явився;2018;315
1973;жіноча;м.Київ;місто;Зараховано;2018;316
1973;чоловіча;Рівненська  ;село;Зараховано;2018;317
1973;чоловіча;Запорізька  ;місто;Зараховано;2018;318
1973;чоловіча;Запорізька  ;місто;Зараховано;2018;319
1973;чоловіча;Кіровоградська  ;місто;Зараховано;2018;320
1973;жіноча;Одеська  ;місто;Зараховано;2018;321
1973;чоловіча;Полтавська  ;місто;Не з’явився;2018;322
1973;жіноча;м.Київ;місто;Зараховано;2018;323
1973;чоловіча;Вінницька  ;село;Не подолав поріг;2018;324
1973;жіноча;Київська  ;місто;Не з’явився;2018;325
1973;жіноча;Закарпатська  ;село;Не подолав поріг;2018;326
1973;чоловіча;Волинська  ;село;Зараховано;2018;327
1973;жіноча;Запорізька  ;місто;Не подолав поріг;2018;328
1973;чоловіча;Донецька  ;місто;Не з’явився;2018;329
1973;жіноча;Одеська  ;місто;Не з’явився;2018;330
1973;жіноча;Луганська  ;місто;null;2018;331
1973;жіноча;Миколаївська  ;місто;Не подолав поріг;2018;332
1973;чоловіча;Миколаївська  ;місто;Не з’явився;2018;333
1973;чоловіча;Сумська  ;місто;Не подолав поріг;2018;334
1973;жіноча;Львівська  ;місто;Не подолав поріг;2018;335
1973;жіноча;Тернопільська  ;місто;Зараховано;2018;336
1973;жіноча;Одеська  ;місто;Зараховано;2018;337
1973;жіноча;Івано-Франківська  ;місто;Зараховано;2018;338
1973;жіноча;Миколаївська  ;місто;Не з’явився;2018;339
1973;жіноча;Миколаївська  ;місто;Зараховано;2018;340
1973;жіноча;Дніпропетровська  ;село;Зараховано;2018;341
1973;чоловіча;Запорізька  ;місто;Не подолав поріг;2018;342
1973;жіноча;Запорізька  ;місто;Зараховано;2018;343
1973;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;344
1973;чоловіча;Рівненська  ;місто;Не з’явився;2018;345
1973;жіноча;Одеська  ;місто;Не з’явився;2018;346
1973;чоловіча;м.Київ;місто;Зараховано;2018;347
1973;жіноча;Харківська  ;місто;Не з’явився;2018;348
1973;жіноча;Закарпатська  ;село;Зараховано;2018;349
1973;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;350
1973;жіноча;Чернігівська  ;село;Зараховано;2018;351
1973;жіноча;Одеська  ;село;Не подолав поріг;2018;352
1973;жіноча;Львівська  ;місто;Не з’явився;2018;353
1974;чоловіча;Вінницька  ;місто;Не з’явився;2018;354
1974;жіноча;Харківська  ;місто;Не з’явився;2018;355
1974;жіноча;Луганська  ;місто;Зараховано;2018;356
1974;чоловіча;Одеська  ;місто;Не з’явився;2018;357
1974;чоловіча;м.Київ;місто;Зараховано;2018;358
1974;жіноча;Харківська  ;місто;Не з’явився;2018;359
1974;жіноча;м.Київ;місто;Зараховано;2018;360
1974;чоловіча;Миколаївська  ;місто;Зараховано;2018;361
1974;чоловіча;Тернопільська  ;місто;Зараховано;2018;362
1974;жіноча;Донецька  ;місто;Зараховано;2018;363
1974;жіноча;Дніпропетровська  ;село;Зараховано;2018;364
1974;жіноча;Одеська  ;місто;Не подолав поріг;2018;365
1974;чоловіча;Сумська  ;село;Не подолав поріг;2018;366
1974;жіноча;Тернопільська  ;місто;Не подолав поріг;2018;367
1974;чоловіча;Херсонська  ;місто;Зараховано;2018;368
1974;жіноча;Херсонська  ;місто;Не подолав поріг;2018;369
1974;жіноча;Черкаська  ;місто;Зараховано;2018;370
1974;жіноча;Одеська  ;місто;Зараховано;2018;371
1974;жіноча;Житомирська  ;місто;Не з’явився;2018;372
1974;жіноча;Черкаська  ;місто;Зараховано;2018;373
1974;жіноча;м.Київ;місто;Зараховано;2018;374
1974;жіноча;Закарпатська  ;село;Не подолав поріг;2018;375
1974;жіноча;Донецька  ;місто;Зараховано;2018;376
1974;жіноча;Житомирська  ;місто;Зараховано;2018;377
1974;чоловіча;Миколаївська  ;місто;Не подолав поріг;2018;378
1974;жіноча;Хмельницька  ;село;Зараховано;2018;379
1974;жіноча;Дніпропетровська  ;місто;Зараховано;2018;380
1974;жіноча;Харківська  ;місто;Зараховано;2018;381
1974;жіноча;Херсонська  ;місто;Зараховано;2018;382
1974;жіноча;Чернігівська  ;село;Зараховано;2018;383
1974;жіноча;Львівська  ;місто;Зараховано;2018;384
1974;чоловіча;Вінницька  ;село;Не подолав поріг;2018;385
1974;жіноча;Запорізька  ;місто;Зараховано;2018;386
1974;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2018;387
1974;жіноча;м.Київ;місто;Зараховано;2018;388
1974;жіноча;Львівська  ;місто;Зараховано;2018;389
1974;чоловіча;Харківська  ;місто;Не з’явився;2018;390
1974;жіноча;Рівненська  ;село;Не подолав поріг;2018;391
1974;чоловіча;Донецька  ;місто;Не з’явився;2018;392
1974;жіноча;м.Київ;місто;Зараховано;2018;393
1974;чоловіча;Львівська  ;місто;Зараховано;2018;394
1974;чоловіча;Полтавська  ;село;Зараховано;2018;395
1974;жіноча;Київська  ;місто;Зараховано;2018;396
1974;жіноча;Полтавська  ;село;Не з’явився;2018;397
1974;жіноча;Київська  ;місто;Зараховано;2018;398
1974;жіноча;Кіровоградська  ;село;Зараховано;2018;399
1974;жіноча;Хмельницька  ;місто;Зараховано;2018;400
1974;жіноча;Дніпропетровська  ;місто;null;2018;401
1974;жіноча;Житомирська  ;місто;Не подолав поріг;2018;402
1974;жіноча;Запорізька  ;місто;Зараховано;2018;403
1974;жіноча;Харківська  ;місто;Зараховано;2018;404
1974;жіноча;м.Київ;місто;Зараховано;2018;405
1974;жіноча;м.Київ;місто;Не з’явився;2018;406
1974;жіноча;Одеська  ;місто;Не з’явився;2018;407
1974;чоловіча;Луганська  ;місто;Не з’явився;2018;408
1974;жіноча;Дніпропетровська  ;місто;null;2018;409
1974;жіноча;Дніпропетровська  ;місто;null;2018;410
1974;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;411
1974;жіноча;Тернопільська  ;село;Зараховано;2018;412
1974;чоловіча;Львівська  ;місто;Зараховано;2018;413
1974;жіноча;Кіровоградська  ;місто;Зараховано;2018;414
1974;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;415
1974;жіноча;Кіровоградська  ;місто;Зараховано;2018;416
1974;чоловіча;Донецька  ;місто;Зараховано;2018;417
1974;жіноча;Дніпропетровська  ;місто;Зараховано;2018;418
1974;жіноча;Дніпропетровська  ;місто;Зараховано;2018;419
1974;чоловіча;м.Київ;місто;null;2018;420
1974;чоловіча;Одеська  ;місто;Зараховано;2018;421
1974;чоловіча;Одеська  ;місто;Зараховано;2018;422
1974;жіноча;Полтавська  ;село;Зараховано;2018;423
1974;жіноча;Одеська  ;місто;Зараховано;2018;424
1974;жіноча;м.Київ;місто;Зараховано;2018;425
1974;жіноча;Харківська  ;місто;Зараховано;2018;426
1974;чоловіча;Херсонська  ;місто;Не з’явився;2018;427
1974;жіноча;Одеська  ;місто;null;2018;428
1974;чоловіча;Рівненська  ;село;Зараховано;2018;429
1974;чоловіча;Київська  ;місто;Зараховано;2018;430
1974;жіноча;Чернігівська  ;місто;Зараховано;2018;431
1974;чоловіча;Дніпропетровська  ;місто;Зараховано;2018;432
1974;чоловіча;Кіровоградська  ;місто;Зараховано;2018;433
1974;жіноча;Одеська  ;місто;Зараховано;2018;434
1974;жіноча;Одеська  ;місто;Зараховано;2018;435
1974;жіноча;м.Київ;місто;Зараховано;2018;436
1974;чоловіча;Донецька  ;місто;Не подолав поріг;2018;437
1974;жіноча;Черкаська  ;село;Не подолав поріг;2018;438
1974;чоловіча;Тернопільська  ;село;Зараховано;2018;439
1974;жіноча;Харківська  ;місто;Зараховано;2018;440
1974;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;441
1975;чоловіча;м.Київ;місто;Зараховано;2018;442
1975;чоловіча;Луганська  ;місто;Не подолав поріг;2018;443
1975;жіноча;Миколаївська  ;місто;Не подолав поріг;2018;444
1975;жіноча;Полтавська  ;місто;Зараховано;2018;445
1975;жіноча;м.Київ;місто;Зараховано;2018;446
1975;жіноча;м.Київ;місто;Зараховано;2018;447
1975;жіноча;Рівненська  ;місто;Зараховано;2018;448
1975;жіноча;Київська  ;місто;Зараховано;2018;449
1975;жіноча;Івано-Франківська  ;місто;Зараховано;2018;450
1975;чоловіча;м.Київ;місто;Зараховано;2018;451
1975;жіноча;Львівська  ;місто;Зараховано;2018;452
1975;жіноча;м.Київ;місто;Зараховано;2018;453
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;454
1975;жіноча;Київська  ;село;Зараховано;2018;455
1975;жіноча;Миколаївська  ;місто;Не подолав поріг;2018;456
1975;жіноча;Київська  ;місто;Зараховано;2018;457
1975;чоловіча;м.Київ;місто;Не з’явився;2018;458
