Birth;Sex;Reg;RegType;UkrTestStatus;Year;ID
1985;жіноча;Запорізька  ;село;Зараховано;2019;9353
1985;жіноча;Одеська  ;місто;Не подолав поріг;2019;9354
1985;жіноча;м.Київ;місто;Зараховано;2019;9355
1985;жіноча;Донецька  ;місто;Зараховано;2019;9356
1985;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9357
1985;жіноча;Херсонська  ;село;Зараховано;2019;9358
1985;чоловіча;Одеська  ;місто;Зараховано;2019;9359
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9360
1985;чоловіча;Сумська  ;місто;Не подолав поріг;2019;9361
1985;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9362
1985;жіноча;Черкаська  ;село;Зараховано;2019;9363
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9364
1985;жіноча;Донецька  ;місто;Не з’явився;2019;9365
1985;чоловіча;Харківська  ;місто;Не з’явився;2019;9366
1985;чоловіча;Вінницька  ;місто;Зараховано;2019;9367
1985;жіноча;Полтавська  ;місто;Не з’явився;2019;9368
1985;жіноча;Донецька  ;місто;Не з’явився;2019;9369
1985;чоловіча;Івано-Франківська  ;місто;Зараховано;2019;9370
1985;чоловіча;Харківська  ;село;Не подолав поріг;2019;9371
1985;чоловіча;Кіровоградська  ;село;Не подолав поріг;2019;9372
1985;жіноча;Львівська  ;місто;Зараховано;2019;9373
1985;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;9374
1985;жіноча;Луганська  ;місто;Не подолав поріг;2019;9375
1985;чоловіча;Івано-Франківська  ;село;Не з’явився;2019;9376
1985;чоловіча;Сумська  ;місто;Зараховано;2019;9377
1985;жіноча;м.Київ;місто;Зараховано;2019;9378
1985;чоловіча;Чернігівська  ;місто;Не подолав поріг;2019;9379
1985;чоловіча;Закарпатська  ;село;Не подолав поріг;2019;9380
1985;чоловіча;Житомирська  ;село;Зараховано;2019;9381
1985;чоловіча;м.Київ;місто;Зараховано;2019;9382
1985;жіноча;Івано-Франківська  ;місто;Зараховано;2019;9383
1985;жіноча;Київська  ;село;Зараховано;2019;9384
1985;чоловіча;Київська  ;місто;null;2019;9385
1985;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9386
1985;жіноча;Луганська  ;село;Не подолав поріг;2019;9387
1985;чоловіча;Херсонська  ;місто;Не подолав поріг;2019;9388
1985;чоловіча;Миколаївська  ;місто;Не з’явився;2019;9389
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9390
1985;жіноча;Харківська  ;місто;Зараховано;2019;9391
1985;чоловіча;м.Київ;місто;Не подолав поріг;2019;9392
1985;жіноча;Полтавська  ;місто;Зараховано;2019;9393
1985;жіноча;м.Київ;місто;Зараховано;2019;9394
1985;чоловіча;Тернопільська  ;село;Зараховано;2019;9395
1985;жіноча;Луганська  ;місто;Зараховано;2019;9396
1985;жіноча;Черкаська  ;місто;Зараховано;2019;9397
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9398
1985;чоловіча;Чернігівська  ;село;Не з’явився;2019;9399
1985;жіноча;Херсонська  ;село;Зараховано;2019;9400
1985;жіноча;Харківська  ;місто;Зараховано;2019;9401
1985;чоловіча;Харківська  ;місто;Зараховано;2019;9402
1985;жіноча;Полтавська  ;село;Не подолав поріг;2019;9403
1985;жіноча;Херсонська  ;село;Зараховано;2019;9404
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9405
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9406
1985;чоловіча;Рівненська  ;місто;Зараховано;2019;9407
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9408
1985;жіноча;м.Київ;місто;Зараховано;2019;9409
1985;жіноча;Львівська  ;село;Зараховано;2019;9410
1985;жіноча;Харківська  ;місто;Зараховано;2019;9411
1985;чоловіча;Херсонська  ;місто;Не з’явився;2019;9412
1985;чоловіча;Закарпатська  ;місто;Не подолав поріг;2019;9413
1985;жіноча;Сумська  ;місто;Зараховано;2019;9414
1985;чоловіча;Луганська  ;місто;Не подолав поріг;2019;9415
1985;чоловіча;Луганська  ;місто;Не подолав поріг;2019;9416
1985;чоловіча;м.Київ;місто;Зараховано;2019;9417
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9418
1985;чоловіча;Волинська  ;місто;Не з’явився;2019;9419
1985;жіноча;Херсонська  ;місто;Зараховано;2019;9420
1985;жіноча;Кіровоградська  ;місто;Зараховано;2019;9421
1985;чоловіча;Херсонська  ;місто;Не подолав поріг;2019;9422
1985;жіноча;Сумська  ;місто;Зараховано;2019;9423
1985;жіноча;Луганська  ;місто;Не подолав поріг;2019;9424
1985;чоловіча;Луганська  ;місто;Не з’явився;2019;9425
1985;чоловіча;Запорізька  ;місто;Не подолав поріг;2019;9426
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9427
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9428
1985;чоловіча;Тернопільська  ;місто;Не з’явився;2019;9429
1985;чоловіча;Одеська  ;село;Не подолав поріг;2019;9430
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9431
1985;чоловіча;Луганська  ;місто;Зараховано;2019;9432
1985;жіноча;Волинська  ;село;Зараховано;2019;9433
1985;жіноча;Закарпатська  ;село;Не подолав поріг;2019;9434
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9435
1985;чоловіча;Вінницька  ;місто;Не подолав поріг;2019;9436
1985;чоловіча;Полтавська  ;місто;Не подолав поріг;2019;9437
1985;жіноча;Львівська  ;місто;Не подолав поріг;2019;9438
1985;жіноча;м.Київ;місто;Не з’явився;2019;9439
1985;жіноча;Житомирська  ;село;Зараховано;2019;9440
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9441
1985;чоловіча;Івано-Франківська  ;місто;Не з’явився;2019;9442
1985;чоловіча;Рівненська  ;місто;Зараховано;2019;9443
1985;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2019;9444
1985;чоловіча;м.Київ;місто;Зараховано;2019;9445
1985;чоловіча;Одеська  ;місто;Не з’явився;2019;9446
1985;чоловіча;Полтавська  ;місто;Зараховано;2019;9447
1985;жіноча;Кіровоградська  ;місто;Зараховано;2019;9448
1985;жіноча;Полтавська  ;місто;Не з’явився;2019;9449
1985;жіноча;Запорізька  ;місто;Не подолав поріг;2019;9450
1985;жіноча;Луганська  ;місто;Не з’явився;2019;9451
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9452
1985;жіноча;Донецька  ;місто;Не подолав поріг;2019;9453
1985;жіноча;Запорізька  ;село;Не з’явився;2019;9454
1985;жіноча;Житомирська  ;село;Зараховано;2019;9455
1985;жіноча;Донецька  ;село;Зараховано;2019;9456
1985;жіноча;Сумська  ;місто;Зараховано;2019;9457
1985;жіноча;Миколаївська  ;місто;Зараховано;2019;9458
1985;жіноча;Кіровоградська  ;місто;Зараховано;2019;9459
1985;жіноча;Херсонська  ;місто;Не подолав поріг;2019;9460
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9461
1985;жіноча;Івано-Франківська  ;місто;null;2019;9462
1985;чоловіча;Київська  ;місто;Зараховано;2019;9463
1985;жіноча;Одеська  ;місто;Зараховано;2019;9464
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9465
1985;жіноча;Одеська  ;село;Зараховано;2019;9466
1985;жіноча;м.Київ;місто;Зараховано;2019;9467
1985;чоловіча;Івано-Франківська  ;місто;Не з’явився;2019;9468
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9469
1985;чоловіча;Запорізька  ;село;Не з’явився;2019;9470
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9471
1985;жіноча;м.Київ;місто;Зараховано;2019;9472
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9473
1985;чоловіча;м.Київ;місто;Зараховано;2019;9474
1985;жіноча;Запорізька  ;місто;Не подолав поріг;2019;9475
1985;чоловіча;Черкаська  ;місто;Зараховано;2019;9476
1985;жіноча;Миколаївська  ;місто;Зараховано;2019;9477
1985;жіноча;Київська  ;місто;Не з’явився;2019;9478
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9479
1985;жіноча;Херсонська  ;село;Не з’явився;2019;9480
1985;жіноча;Київська  ;село;Зараховано;2019;9481
1985;чоловіча;Миколаївська  ;село;Не з’явився;2019;9482
1985;жіноча;Херсонська  ;місто;Зараховано;2019;9483
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9484
1985;жіноча;Вінницька  ;місто;Зараховано;2019;9485
1985;жіноча;Донецька  ;місто;Зараховано;2019;9486
1985;чоловіча;Сумська  ;місто;Зараховано;2019;9487
1985;жіноча;Харківська  ;село;Не подолав поріг;2019;9488
1985;жіноча;Запорізька  ;село;Зараховано;2019;9489
1985;жіноча;Полтавська  ;місто;Зараховано;2019;9490
1985;жіноча;Миколаївська  ;місто;Зараховано;2019;9491
1985;чоловіча;Одеська  ;місто;Не з’явився;2019;9492
1985;чоловіча;Запорізька  ;місто;Не з’явився;2019;9493
1985;чоловіча;Луганська  ;місто;Зараховано;2019;9494
1985;чоловіча;Миколаївська  ;місто;Не подолав поріг;2019;9495
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9496
1985;жіноча;Одеська  ;село;Зараховано;2019;9497
1985;чоловіча;Луганська  ;місто;Не подолав поріг;2019;9498
1985;жіноча;Кіровоградська  ;місто;Не подолав поріг;2019;9499
1985;чоловіча;Миколаївська  ;місто;Не подолав поріг;2019;9500
1985;чоловіча;Вінницька  ;місто;Не з’явився;2019;9501
1985;чоловіча;Київська  ;село;Зараховано;2019;9502
1985;чоловіча;Одеська  ;місто;Не подолав поріг;2019;9503
1985;жіноча;Сумська  ;місто;Зараховано;2019;9504
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9505
1985;чоловіча;Запорізька  ;село;Зараховано;2019;9506
1985;жіноча;Миколаївська  ;місто;Не з’явився;2019;9507
1985;жіноча;м.Київ;місто;Не з’явився;2019;9508
1985;жіноча;м.Київ;місто;Зараховано;2019;9509
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9510
1985;чоловіча;Вінницька  ;село;Зараховано;2019;9511
1985;чоловіча;Львівська  ;місто;Зараховано;2019;9512
1985;чоловіча;Рівненська  ;місто;Зараховано;2019;9513
1985;жіноча;Львівська  ;місто;Не подолав поріг;2019;9514
1985;жіноча;Одеська  ;село;Не з’явився;2019;9515
1985;чоловіча;Запорізька  ;місто;Не з’явився;2019;9516
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9517
1985;чоловіча;Донецька  ;місто;null;2019;9518
1985;жіноча;Луганська  ;село;Зараховано;2019;9519
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9520
1985;жіноча;Луганська  ;місто;Зараховано;2019;9521
1985;жіноча;Запорізька  ;місто;Не з’явився;2019;9522
1985;жіноча;Луганська  ;місто;Зараховано;2019;9523
1985;жіноча;Харківська  ;місто;Зараховано;2019;9524
1985;жіноча;Рівненська  ;село;Зараховано;2019;9525
1985;жіноча;Сумська  ;місто;Не подолав поріг;2019;9526
1985;чоловіча;Запорізька  ;село;Не з’явився;2019;9527
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9528
1985;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9529
1985;чоловіча;Одеська  ;місто;Не з’явився;2019;9530
1985;жіноча;м.Київ;місто;Зараховано;2019;9531
1985;жіноча;Запорізька  ;місто;Не з’явився;2019;9532
1985;чоловіча;Київська  ;місто;Зараховано;2019;9533
1985;чоловіча;Закарпатська  ;місто;Зараховано;2019;9534
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9535
1985;чоловіча;Донецька  ;місто;Не подолав поріг;2019;9536
1985;жіноча;Закарпатська  ;місто;Зараховано;2019;9537
1985;жіноча;Одеська  ;село;Зараховано;2019;9538
1985;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9539
1985;жіноча;Донецька  ;місто;Зараховано;2019;9540
1985;чоловіча;Донецька  ;місто;Не з’явився;2019;9541
1985;чоловіча;Івано-Франківська  ;місто;Не з’явився;2019;9542
1985;жіноча;Кіровоградська  ;місто;Зараховано;2019;9543
1985;жіноча;Херсонська  ;село;Не з’явився;2019;9544
1985;чоловіча;Одеська  ;місто;Не з’явився;2019;9545
1985;жіноча;Вінницька  ;місто;Зараховано;2019;9546
1985;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;9547
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9548
1985;жіноча;Одеська  ;місто;Зараховано;2019;9549
1985;чоловіча;Львівська  ;місто;Не подолав поріг;2019;9550
1985;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9551
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9552
1985;жіноча;Київська  ;село;Зараховано;2019;9553
1985;чоловіча;Запорізька  ;село;Не подолав поріг;2019;9554
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9555
1985;жіноча;Донецька  ;місто;Зараховано;2019;9556
1985;жіноча;Донецька  ;село;Не подолав поріг;2019;9557
1985;жіноча;м.Київ;місто;null;2019;9558
1985;жіноча;Сумська  ;місто;Зараховано;2019;9559
1985;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9560
1985;чоловіча;Львівська  ;місто;Не з’явився;2019;9561
1985;жіноча;Львівська  ;село;Зараховано;2019;9562
1985;жіноча;Львівська  ;місто;Не подолав поріг;2019;9563
1985;жіноча;Львівська  ;село;Зараховано;2019;9564
1985;жіноча;м.Київ;місто;Зараховано;2019;9565
1985;чоловіча;Одеська  ;місто;Зараховано;2019;9566
1985;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;9567
1985;жіноча;Полтавська  ;село;Зараховано;2019;9568
1985;жіноча;м.Київ;місто;Не з’явився;2019;9569
1985;чоловіча;Одеська  ;місто;Зараховано;2019;9570
1985;чоловіча;Миколаївська  ;село;Не з’явився;2019;9571
1985;жіноча;Черкаська  ;село;Не подолав поріг;2019;9572
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9573
1985;чоловіча;Київська  ;село;Зараховано;2019;9574
1985;жіноча;Харківська  ;місто;Зараховано;2019;9575
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9576
1985;чоловіча;Донецька  ;місто;Зараховано;2019;9577
1985;чоловіча;Луганська  ;місто;Не подолав поріг;2019;9578
1985;жіноча;Львівська  ;село;Зараховано;2019;9579
1985;жіноча;Харківська  ;місто;Зараховано;2019;9580
1985;жіноча;Чернівецька  ;місто;Зараховано;2019;9581
1985;жіноча;Херсонська  ;місто;Зараховано;2019;9582
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9583
1985;чоловіча;Львівська  ;місто;Не подолав поріг;2019;9584
1985;чоловіча;м.Київ;місто;Зараховано;2019;9585
1985;жіноча;Київська  ;місто;Зараховано;2019;9586
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9587
1985;жіноча;Донецька  ;місто;Не подолав поріг;2019;9588
1985;чоловіча;Полтавська  ;село;Не з’явився;2019;9589
1985;жіноча;Миколаївська  ;село;Не з’явився;2019;9590
1985;жіноча;Харківська  ;місто;Зараховано;2019;9591
1985;жіноча;Вінницька  ;місто;null;2019;9592
1985;жіноча;Тернопільська  ;місто;Зараховано;2019;9593
1985;жіноча;Київська  ;місто;Зараховано;2019;9594
1985;чоловіча;Харківська  ;місто;Не з’явився;2019;9595
1985;жіноча;Кіровоградська  ;місто;null;2019;9596
1985;чоловіча;Київська  ;місто;Не подолав поріг;2019;9597
1985;чоловіча;Сумська  ;місто;Зараховано;2019;9598
1985;жіноча;Донецька  ;місто;Не з’явився;2019;9599
1985;жіноча;м.Київ;місто;Не подолав поріг;2019;9600
1985;жіноча;Запорізька  ;місто;Зараховано;2019;9601
1985;чоловіча;м.Київ;місто;Не з’явився;2019;9602
1985;жіноча;Полтавська  ;місто;Зараховано;2019;9603
1985;чоловіча;Миколаївська  ;місто;Не подолав поріг;2019;9604
1985;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9605
1985;жіноча;Волинська  ;місто;Зараховано;2019;9606
1985;жіноча;Запорізька  ;село;Зараховано;2019;9607
1985;чоловіча;Львівська  ;місто;Не з’явився;2019;9608
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9609
1985;жіноча;Луганська  ;місто;Зараховано;2019;9610
1985;чоловіча;Луганська  ;село;Не подолав поріг;2019;9611
1985;жіноча;Волинська  ;місто;Не з’явився;2019;9612
1985;жіноча;Дніпропетровська  ;село;Зараховано;2019;9613
1985;чоловіча;Черкаська  ;місто;Зараховано;2019;9614
1985;чоловіча;Вінницька  ;місто;Не подолав поріг;2019;9615
1985;жіноча;Луганська  ;село;Зараховано;2019;9616
1985;чоловіча;Чернігівська  ;місто;Не з’явився;2019;9617
1985;чоловіча;Запорізька  ;місто;Не з’явився;2019;9618
1985;чоловіча;м.Київ;місто;Не з’явився;2019;9619
1985;жіноча;Кіровоградська  ;місто;Зараховано;2019;9620
1985;жіноча;Донецька  ;місто;Не з’явився;2019;9621
1985;чоловіча;Тернопільська  ;місто;Не подолав поріг;2019;9622
1985;чоловіча;Одеська  ;місто;Зараховано;2019;9623
1985;жіноча;Закарпатська  ;місто;Зараховано;2019;9624
1985;чоловіча;Сумська  ;село;Не подолав поріг;2019;9625
1985;жіноча;Луганська  ;місто;Зараховано;2019;9626
1985;жіноча;Запорізька  ;місто;Не подолав поріг;2019;9627
1985;жіноча;Миколаївська  ;місто;Зараховано;2019;9628
1985;жіноча;Львівська  ;місто;Не з’явився;2019;9629
1985;жіноча;Вінницька  ;місто;Зараховано;2019;9630
1985;жіноча;Полтавська  ;місто;Зараховано;2019;9631
1985;жіноча;Харківська  ;село;Не подолав поріг;2019;9632
1985;чоловіча;Донецька  ;місто;Не з’явився;2019;9633
1985;жіноча;Луганська  ;місто;Зараховано;2019;9634
1985;жіноча;Сумська  ;місто;Зараховано;2019;9635
1985;чоловіча;Вінницька  ;місто;Не подолав поріг;2019;9636
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9637
1985;жіноча;Житомирська  ;місто;Не подолав поріг;2019;9638
1985;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;9639
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9640
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9641
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9642
1985;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9643
1985;жіноча;м.Київ;місто;Зараховано;2019;9644
1985;жіноча;Львівська  ;місто;Зараховано;2019;9645
1985;чоловіча;Вінницька  ;місто;Зараховано;2019;9646
1985;жіноча;Запорізька  ;село;Зараховано;2019;9647
1985;чоловіча;Вінницька  ;село;Не подолав поріг;2019;9648
1985;чоловіча;Вінницька  ;село;Не подолав поріг;2019;9649
1985;жіноча;Одеська  ;місто;Зараховано;2019;9650
1985;чоловіча;Одеська  ;місто;Не подолав поріг;2019;9651
1985;жіноча;Херсонська  ;село;Не з’явився;2019;9652
1985;жіноча;Вінницька  ;село;Зараховано;2019;9653
1985;чоловіча;Київська  ;місто;Не з’явився;2019;9654
1986;жіноча;Донецька  ;місто;Зараховано;2019;9655
1986;чоловіча;Харківська  ;село;Не подолав поріг;2019;9656
1986;жіноча;Одеська  ;місто;Зараховано;2019;9657
1986;жіноча;Херсонська  ;село;Зараховано;2019;9658
1986;жіноча;Рівненська  ;місто;Зараховано;2019;9659
1986;чоловіча;Дніпропетровська  ;місто;Зараховано;2019;9660
1986;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;9661
1986;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9662
1986;жіноча;Львівська  ;місто;Не подолав поріг;2019;9663
1986;чоловіча;Львівська  ;село;Не подолав поріг;2019;9664
1986;чоловіча;Херсонська  ;місто;Не з’явився;2019;9665
1986;жіноча;Одеська  ;місто;Не подолав поріг;2019;9666
1986;жіноча;Черкаська  ;місто;Зараховано;2019;9667
1986;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;9668
1986;жіноча;Херсонська  ;село;Не з’явився;2019;9669
1986;чоловіча;Полтавська  ;місто;Зараховано;2019;9670
1986;жіноча;Запорізька  ;місто;Зараховано;2019;9671
1986;жіноча;Чернівецька  ;місто;Зараховано;2019;9672
1986;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9673
1986;чоловіча;Донецька  ;місто;Зараховано;2019;9674
1986;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9675
1986;жіноча;Миколаївська  ;село;Зараховано;2019;9676
1986;чоловіча;м.Київ;місто;Зараховано;2019;9677
1986;чоловіча;Луганська  ;місто;Не з’явився;2019;9678
1986;жіноча;Черкаська  ;село;Не з’явився;2019;9679
1986;чоловіча;Запорізька  ;село;Зараховано;2019;9680
1986;чоловіча;Запорізька  ;місто;Зараховано;2019;9681
1986;чоловіча;Луганська  ;місто;Не подолав поріг;2019;9682
1986;чоловіча;м.Київ;місто;Не подолав поріг;2019;9683
1986;жіноча;Сумська  ;село;Зараховано;2019;9684
1986;чоловіча;Чернівецька  ;село;Не подолав поріг;2019;9685
1986;жіноча;Запорізька  ;місто;Зараховано;2019;9686
1986;жіноча;Одеська  ;місто;Зараховано;2019;9687
1986;жіноча;Сумська  ;село;Зараховано;2019;9688
1986;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9689
1986;жіноча;м.Київ;місто;null;2019;9690
1986;чоловіча;Хмельницька  ;місто;Зараховано;2019;9691
1986;чоловіча;м.Київ;місто;Не з’явився;2019;9692
1986;жіноча;Запорізька  ;місто;Не подолав поріг;2019;9693
1986;жіноча;Рівненська  ;місто;null;2019;9694
1986;чоловіча;Запорізька  ;місто;Зараховано;2019;9695
1986;чоловіча;м.Київ;місто;Зараховано;2019;9696
1986;жіноча;Сумська  ;місто;Не подолав поріг;2019;9697
1986;чоловіча;Сумська  ;місто;Не подолав поріг;2019;9698
1986;жіноча;Рівненська  ;село;Зараховано;2019;9699
1986;чоловіча;Миколаївська  ;місто;Зараховано;2019;9700
1986;жіноча;Дніпропетровська  ;місто;Не з’явився;2019;9701
1986;жіноча;Рівненська  ;місто;Зараховано;2019;9702
1986;жіноча;Рівненська  ;місто;Зараховано;2019;9703
1986;жіноча;Луганська  ;місто;Зараховано;2019;9704
1986;жіноча;Черкаська  ;село;null;2019;9705
1986;чоловіча;Донецька  ;місто;Не подолав поріг;2019;9706
1986;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9707
1986;чоловіча;Львівська  ;місто;Не подолав поріг;2019;9708
1986;жіноча;Тернопільська  ;місто;Не подолав поріг;2019;9709
1986;чоловіча;Івано-Франківська  ;місто;Зараховано;2019;9710
1986;жіноча;Одеська  ;місто;null;2019;9711
1986;чоловіча;м.Київ;місто;Не з’явився;2019;9712
1986;чоловіча;Львівська  ;місто;Не з’явився;2019;9713
1986;жіноча;Одеська  ;місто;Не з’явився;2019;9714
1986;жіноча;м.Київ;місто;Зараховано;2019;9715
1986;чоловіча;Сумська  ;село;Зараховано;2019;9716
1986;чоловіча;Донецька  ;місто;Не подолав поріг;2019;9717
1986;чоловіча;Полтавська  ;село;Зараховано;2019;9718
1986;чоловіча;Кіровоградська  ;місто;Не з’явився;2019;9719
1986;жіноча;Львівська  ;місто;Не подолав поріг;2019;9720
1986;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;9721
1986;жіноча;Запорізька  ;село;Зараховано;2019;9722
1986;чоловіча;Дніпропетровська  ;село;Не з’явився;2019;9723
1986;жіноча;Київська  ;село;Зараховано;2019;9724
1986;жіноча;Луганська  ;місто;Зараховано;2019;9725
1986;жіноча;Волинська  ;місто;Зараховано;2019;9726
1986;жіноча;Львівська  ;місто;Зараховано;2019;9727
1986;жіноча;Київська  ;місто;Зараховано;2019;9728
1986;жіноча;Кіровоградська  ;місто;Зараховано;2019;9729
1986;жіноча;Запорізька  ;місто;Зараховано;2019;9730
1986;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9731
1986;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9732
1986;жіноча;Дніпропетровська  ;село;Не подолав поріг;2019;9733
1986;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2019;9734
1986;жіноча;Київська  ;село;Зараховано;2019;9735
1986;жіноча;м.Київ;місто;Не з’явився;2019;9736
1986;жіноча;Луганська  ;місто;Не подолав поріг;2019;9737
1986;чоловіча;Одеська  ;місто;Зараховано;2019;9738
1986;жіноча;Харківська  ;село;Зараховано;2019;9739
1986;чоловіча;Херсонська  ;місто;Зараховано;2019;9740
1986;чоловіча;Київська  ;село;Зараховано;2019;9741
1986;жіноча;Івано-Франківська  ;місто;Зараховано;2019;9742
1986;жіноча;Харківська  ;місто;Зараховано;2019;9743
1986;чоловіча;Донецька  ;місто;Не подолав поріг;2019;9744
1986;чоловіча;Запорізька  ;місто;Зараховано;2019;9745
1986;жіноча;Вінницька  ;місто;Не з’явився;2019;9746
1986;чоловіча;Тернопільська  ;місто;Не з’явився;2019;9747
1986;жіноча;Запорізька  ;місто;Зараховано;2019;9748
1986;жіноча;Вінницька  ;село;Не подолав поріг;2019;9749
1986;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9750
1986;чоловіча;Запорізька  ;місто;Зараховано;2019;9751
1986;жіноча;Донецька  ;місто;Зараховано;2019;9752
1986;чоловіча;Дніпропетровська  ;місто;Не з’явився;2019;9753
1986;жіноча;Запорізька  ;місто;Зараховано;2019;9754
1986;чоловіча;Кіровоградська  ;місто;Зараховано;2019;9755
1986;жіноча;Харківська  ;місто;Зараховано;2019;9756
1986;чоловіча;Сумська  ;місто;Зараховано;2019;9757
1986;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9758
1986;чоловіча;Луганська  ;село;Зараховано;2019;9759
1986;жіноча;Закарпатська  ;село;Не подолав поріг;2019;9760
1986;чоловіча;Харківська  ;місто;Зараховано;2019;9761
1986;чоловіча;Харківська  ;місто;Не подолав поріг;2019;9762
1986;жіноча;Миколаївська  ;місто;Зараховано;2019;9763
1986;жіноча;Луганська  ;місто;Зараховано;2019;9764
1986;жіноча;Харківська  ;місто;Зараховано;2019;9765
1986;жіноча;Хмельницька  ;місто;Зараховано;2019;9766
1986;жіноча;Чернівецька  ;село;Зараховано;2019;9767
1986;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2019;9768
1986;жіноча;Харківська  ;місто;Не з’явився;2019;9769
1986;жіноча;Київська  ;місто;Зараховано;2019;9770
1986;чоловіча;Харківська  ;місто;Зараховано;2019;9771
1986;жіноча;Луганська  ;село;Зараховано;2019;9772
1986;жіноча;Луганська  ;місто;Зараховано;2019;9773
1986;жіноча;Запорізька  ;місто;Зараховано;2019;9774
1986;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;9775
1986;чоловіча;Сумська  ;місто;Анульовано;2019;9776
1986;жіноча;Миколаївська  ;місто;Не подолав поріг;2019;9777
1986;чоловіча;Дніпропетровська  ;місто;null;2019;9778
1986;жіноча;Донецька  ;місто;Зараховано;2019;9779
1986;чоловіча;Київська  ;село;Не подолав поріг;2019;9780
1986;жіноча;Дніпропетровська  ;місто;Зараховано;2019;9781
1986;жіноча;м.Київ;місто;Зараховано;2019;9782
1986;жіноча;Полтавська  ;місто;Зараховано;2019;9783
1986;чоловіча;Львівська  ;місто;Не з’явився;2019;9784
1986;чоловіча;Сумська  ;місто;Зараховано;2019;9785
1986;чоловіча;Полтавська  ;місто;Зараховано;2019;9786
1986;жіноча;Донецька  ;місто;Зараховано;2019;9787
1986;жіноча;Харківська  ;місто;Не з’явився;2019;9788
